sheet,source_row,header_row,article,fabric_name,composition,full_width_cm,usable_width_cm,weight_gsm,moq,qty_raw,qty_min,qty_max,color_tier,currency,price,date_raw,remark,block_note
STG,368,334,257102,,,,,,,,200,,White,THB,95,,,Quality
STG,368,334,257102,,,,,,,,400,,White,THB,89,,,Quality
STG,368,334,257102,,,,,,,,600,,White,THB,86,,,Quality
STG,368,334,257102,,,,,,,,1000,,White,THB,80,,,Quality
STG,369,334,257102,,,,,,,,200,,All_colors,THB,100,,,Quality
STG,369,334,257102,,,,,,,,400,,All_colors,THB,94,,,Quality
STG,369,334,257102,,,,,,,,600,,All_colors,THB,91,,,Quality
STG,369,334,257102,,,,,,,,1000,,All_colors,THB,85,,,Quality
STG,372,334,257102,,,,,,,,1000,,PFD,THB,30,,,Quality
STG,372,334,257102,,,,,,,,5000,,PFD,THB,26,,,Quality
STG,373,334,257102,,,,,,,,200,,White,THB,45,,,Quality
STG,373,334,257102,,,,,,,,400,,White,THB,45,,,Quality
STG,373,334,257102,,,,,,,,600,,White,THB,45,,,Quality
STG,373,334,257102,,,,,,,,1000,,White,THB,45,,,Quality
STG,374,334,257102,,,,,,,,200,,All_colors,THB,73,,,Quality
STG,374,334,257102,,,,,,,,400,,All_colors,THB,66,,,Quality
STG,374,334,257102,,,,,,,,600,,All_colors,THB,63,,,Quality
STG,374,334,257102,,,,,,,,1000,,All_colors,THB,57,,,Quality
STG,377,334,257101,,,,,,,,400,,PFD,THB,60,,,Quality
STG,377,334,257101,,,,,,,,1000,,PFD,THB,50,,,Quality
STG,378,334,257101,,,,,,,,200,,White,THB,85,,,Quality
STG,378,334,257101,,,,,,,,400,,White,THB,79,,,Quality
STG,378,334,257101,,,,,,,,600,,White,THB,76,,,Quality
STG,378,334,257101,,,,,,,,1000,,White,THB,70,,,Quality
STG,379,334,257101,,,,,,,,200,,All_colors,THB,90,,,Quality
STG,379,334,257101,,,,,,,,400,,All_colors,THB,84,,,Quality
STG,379,334,257101,,,,,,,,600,,All_colors,THB,81,,,Quality
STG,379,334,257101,,,,,,,,1000,,All_colors,THB,75,,,Quality
STG,382,334,255777,,,,,,,,1000,,PFD,THB,53,,,Quality
STG,382,334,255777,,,,,,,,5000,,PFD,THB,51,,,Quality
STG,383,334,255777,,,,,,,,200,,White,THB,100,,,Quality
STG,383,334,255777,,,,,,,,400,,White,THB,91,,,Quality
STG,383,334,255777,,,,,,,,600,,White,THB,84,,,Quality
STG,383,334,255777,,,,,,,,1000,,White,THB,77,,,Quality
STG,384,334,255777,,,,,,,,200,,All_colors,THB,105,,,Quality
STG,384,334,255777,,,,,,,,400,,All_colors,THB,96,,,Quality
STG,384,334,255777,,,,,,,,600,,All_colors,THB,89,,,Quality
STG,384,334,255777,,,,,,,,1000,,All_colors,THB,82,,,Quality
STG,388,334,255776,,,,,,,,1000,,PFD,THB,35,,,Quality
STG,388,334,255776,,,,,,,,5000,,PFD,THB,30,,,Quality
STG,389,334,255776,,,,,,,,200,,White,THB,66,,,Quality
STG,389,334,255776,,,,,,,,400,,White,THB,61,,,Quality
STG,389,334,255776,,,,,,,,600,,White,THB,56,,,Quality
STG,389,334,255776,,,,,,,,1000,,White,THB,53,,,Quality
STG,390,334,255776,,,,,,,,200,,All_colors,THB,71,,,Quality
STG,390,334,255776,,,,,,,,400,,All_colors,THB,64,,,Quality
STG,390,334,255776,,,,,,,,600,,All_colors,THB,61,,,Quality
STG,390,334,255776,,,,,,,,1000,,All_colors,THB,55,,,Quality
STG,394,334,257373AA,,,,,,,,1000,,PFD,THB,60,,,Quality
STG,394,334,257373AA,,,,,,,,5000,,PFD,THB,54,,,Quality
STG,395,334,257373AA,,,,,,,,200,,White,THB,100,,,Quality
STG,395,334,257373AA,,,,,,,,400,,White,THB,93,,,Quality
STG,395,334,257373AA,,,,,,,,600,,White,THB,81,,,Quality
STG,395,334,257373AA,,,,,,,,1000,,White,THB,78,,,Quality
STG,396,334,257373AA,,,,,,,,200,,All_colors,THB,105,,,Quality
STG,396,334,257373AA,,,,,,,,400,,All_colors,THB,98,,,Quality
STG,396,334,257373AA,,,,,,,,600,,All_colors,THB,86,,,Quality
STG,396,334,257373AA,,,,,,,,1000,,All_colors,THB,83,,,Quality
STG,400,334,257247CA,,,,,,,,1000,,PFD,THB,44,,,Quality
STG,400,334,257247CA,,,,,,,,5000,,PFD,THB,34,,,Quality
STG,401,334,257247CA,,,,,,,,200,,White,THB,80,,,Quality
STG,401,334,257247CA,,,,,,,,400,,White,THB,73,,,Quality
STG,401,334,257247CA,,,,,,,,600,,White,THB,61,,,Quality
STG,401,334,257247CA,,,,,,,,1000,,White,THB,58,,,Quality
STG,402,334,257247CA,,,,,,,,200,,All_colors,THB,85,,,Quality
STG,402,334,257247CA,,,,,,,,400,,All_colors,THB,78,,,Quality
STG,402,334,257247CA,,,,,,,,600,,All_colors,THB,66,,,Quality
STG,402,334,257247CA,,,,,,,,1000,,All_colors,THB,63,,,Quality
STG,408,407,256524,,,,,,,,1000,,PFD,THB,98,,,Quality
STG,408,407,256524,,,,,,,,5000,,PFD,THB,94,,,Quality
STG,409,407,256524,,,,,,,,200,,White,THB,148,,,Quality
STG,409,407,256524,,,,,,,,400,,White,THB,141,,,Quality
STG,409,407,256524,,,,,,,,600,,White,THB,135,,,Quality
STG,409,407,256524,,,,,,,,1000,,White,THB,133,,,Quality
STG,410,407,256524,,,,,,,,200,,All_colors,THB,153,,,Quality
STG,410,407,256524,,,,,,,,400,,All_colors,THB,146,,,Quality
STG,410,407,256524,,,,,,,,600,,All_colors,THB,140,,,Quality
STG,410,407,256524,,,,,,,,1000,,All_colors,THB,138,,,Quality
STG,413,407,257137AA,,,,,,,,1000,,PFD,THB,170,,,Quality
STG,413,407,257137AA,,,,,,,,5000,,PFD,THB,155,,,Quality
STG,414,407,257137AA,,,,,,,,600,,White,THB,210,,,Quality
STG,414,407,257137AA,,,,,,,,1000,,White,THB,200,,,Quality
STG,415,407,257137AA,,,,,,,,600,,All_colors,THB,215,,,Quality
STG,415,407,257137AA,,,,,,,,1000,,All_colors,THB,205,,,Quality
STG,418,407,257203AA,,,,,,,,1000,,PFD,THB,91,,,Quality
STG,418,407,257203AA,,,,,,,,5000,,PFD,THB,83,,,Quality
STG,419,407,257203AA,,,,,,,,200,,White,THB,138,,,Quality
STG,419,407,257203AA,,,,,,,,400,,White,THB,130,,,Quality
STG,419,407,257203AA,,,,,,,,600,,White,THB,121,,,Quality
STG,419,407,257203AA,,,,,,,,1000,,White,THB,115,,,Quality
STG,420,407,257203AA,,,,,,,,200,,All_colors,THB,147,,,Quality
STG,420,407,257203AA,,,,,,,,400,,All_colors,THB,139,,,Quality
STG,420,407,257203AA,,,,,,,,600,,All_colors,THB,125,,,Quality
STG,420,407,257203AA,,,,,,,,1000,,All_colors,THB,120,,,Quality
STG,423,407,257204AA,,,,,,,,1000,,PFD,THB,117,,,Quality
STG,423,407,257204AA,,,,,,,,5000,,PFD,THB,105,,,Quality
STG,424,407,257204AA,,,,,,,,200,,White,THB,165,,,Quality
STG,424,407,257204AA,,,,,,,,400,,White,THB,157,,,Quality
STG,424,407,257204AA,,,,,,,,600,,White,THB,148,,,Quality
STG,424,407,257204AA,,,,,,,,1000,,White,THB,142,,,Quality
STG,425,407,257204AA,,,,,,,,200,,All_colors,THB,170,,,Quality
STG,425,407,257204AA,,,,,,,,400,,All_colors,THB,162,,,Quality
STG,425,407,257204AA,,,,,,,,600,,All_colors,THB,153,,,Quality
STG,425,407,257204AA,,,,,,,,1000,,All_colors,THB,147,,,Quality
STG,428,407,257205AA,,,,,,,,1000,,PFD,THB,110,,,Quality
STG,428,407,257205AA,,,,,,,,5000,,PFD,THB,98,,,Quality
STG,429,407,257205AA,,,,,,,,200,,White,THB,158,,,Quality
STG,429,407,257205AA,,,,,,,,400,,White,THB,150,,,Quality
STG,429,407,257205AA,,,,,,,,600,,White,THB,141,,,Quality
STG,429,407,257205AA,,,,,,,,1000,,White,THB,135,,,Quality
STG,430,407,257205AA,,,,,,,,200,,All_colors,THB,163,,,Quality
STG,430,407,257205AA,,,,,,,,400,,All_colors,THB,155,,,Quality
STG,430,407,257205AA,,,,,,,,600,,All_colors,THB,146,,,Quality
STG,430,407,257205AA,,,,,,,,1000,,All_colors,THB,140,,,Quality
STG,433,407,257253AA,,,,,,,,1000,,PFD,THB,127,,,Quality
STG,433,407,257253AA,,,,,,,,5000,,PFD,THB,120,,,Quality
STG,434,407,257253AA,,,,,,,,200,,White,THB,173,,,Quality
STG,434,407,257253AA,,,,,,,,400,,White,THB,165,,,Quality
STG,434,407,257253AA,,,,,,,,600,,White,THB,156,,,Quality
STG,434,407,257253AA,,,,,,,,1000,,White,THB,150,,,Quality
STG,435,407,257253AA,,,,,,,,200,,All_colors,THB,178,,,Quality
STG,435,407,257253AA,,,,,,,,400,,All_colors,THB,170,,,Quality
STG,435,407,257253AA,,,,,,,,600,,All_colors,THB,161,,,Quality
STG,435,407,257253AA,,,,,,,,1000,,All_colors,THB,155,,,Quality
STG,438,407,255584,,,,,,,,1000,,PFD,THB,49,,,Quality
STG,438,407,255584,,,,,,,,5000,,PFD,THB,47,,,Quality
STG,439,407,255584,,,,,,,,200,,White,THB,96,,,Quality
STG,439,407,255584,,,,,,,,400,,White,THB,87,,,Quality
STG,439,407,255584,,,,,,,,600,,White,THB,80,,,Quality
STG,439,407,255584,,,,,,,,1000,,White,THB,73,,,Quality
STG,440,407,255584,,,,,,,,200,,All_colors,THB,101,,,Quality
STG,440,407,255584,,,,,,,,400,,All_colors,THB,92,,,Quality
STG,440,407,255584,,,,,,,,600,,All_colors,THB,85,,,Quality
STG,440,407,255584,,,,,,,,1000,,All_colors,THB,78,,,Quality
STG,444,443,255196,,,,,,,,1000,,PFD,THB,52,,,Quality
STG,444,443,255196,,,,,,,,5000,,PFD,THB,50,,,Quality
STG,445,443,255196,,,,,,,,200,,White,THB,100,,,Quality
STG,445,443,255196,,,,,,,,400,,White,THB,93,,,Quality
STG,445,443,255196,,,,,,,,600,,White,THB,87,,,Quality
STG,445,443,255196,,,,,,,,1000,,White,THB,72,,,Quality
STG,446,443,255196,,,,,,,,200,,All_colors,THB,95,,,Quality
STG,446,443,255196,,,,,,,,400,,All_colors,THB,88,,,Quality
STG,446,443,255196,,,,,,,,600,,All_colors,THB,82,,,Quality
STG,446,443,255196,,,,,,,,1000,,All_colors,THB,77,,,Quality
STG,448,443,255196,,,,,,,,1000,,PFD,THB,55,,,Quality
STG,448,443,255196,,,,,,,,5000,,PFD,THB,53,,,Quality
STG,449,443,255196,,,,,,,,200,,White,THB,103,,,Quality
STG,449,443,255196,,,,,,,,400,,White,THB,96,,,Quality
STG,449,443,255196,,,,,,,,600,,White,THB,90,,,Quality
STG,449,443,255196,,,,,,,,1000,,White,THB,75,,,Quality
STG,450,443,255196,,,,,,,,200,,All_colors,THB,98,,,Quality
STG,450,443,255196,,,,,,,,400,,All_colors,THB,91,,,Quality
STG,450,443,255196,,,,,,,,600,,All_colors,THB,85,,,Quality
STG,450,443,255196,,,,,,,,1000,,All_colors,THB,80,,,Quality
SUEDOECONOMIC,6,3,257185AA/67,,"78% PA, 22% Elastane",165-175,160-170,266-294,500,,500,,All_colors,USD,7.95,,,DATE 17/1/2024
SUEDOECONOMIC,7,3,255781AA/11,,"45%PA , 21%CO, 34% Elastane",190-200,185-195,275-305,500,,500,,All_colors,USD,13.05,,,DATE 17/1/2024
SUEDOECONOMIC,8,3,255835BA/25,,"87%PA , 13% Elastane",195-205,190-200,202-224,500,,500,,All_colors,USD,6.75,,,DATE 17/1/2024
Savage,9,8,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.78,,,MOQ Qty per color Article Fabric name Composition Useable Width Weight All colors
Savage,10,8,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.32,,,MOQ Qty per color Article Fabric name Composition Useable Width Weight All colors
Savage,15,14,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.88,,,MOQ Qty per color Article Fabric name Composition Usable Width Weight All colors
Savage,16,14,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.42,,,MOQ Qty per color Article Fabric name Composition Usable Width Weight All colors
Savage,17,14,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","2,001-4,999m.",2001,4999,All_colors,USD,2.10,,,MOQ Qty per color Article Fabric name Composition Usable Width Weight All colors
Savage,22,21,255048AA/11,PES TULLE INVISIBLE,100% PES,,165 - 170 cm.,18 - 23 g/m2,"3,000m.",170-399 m.,170,399,All_colors,USD,2.75,,,MOQ Qty per color Article Fabric name Composition Useable Width Weight All colors
Savage,23,21,255048AA/11,PES TULLE INVISIBLE,100% PES,,165 - 170 cm.,18 - 23 g/m2,"3,000m.",400-599 m.,400,599,All_colors,USD,2.50,,,MOQ Qty per color Article Fabric name Composition Useable Width Weight All colors
Savage,24,21,255048AA/11,PES TULLE INVISIBLE,100% PES,,165 - 170 cm.,18 - 23 g/m2,"3,000m.","600-2,000 m.",600,2000,All_colors,USD,2.05,,,MOQ Qty per color Article Fabric name Composition Useable Width Weight All colors
Savage,25,21,255048AA/11,PES TULLE INVISIBLE,100% PES,,165 - 170 cm.,18 - 23 g/m2,"3,000m.","2,001-5,000 m.",2001,5000,All_colors,USD,1.85,,,MOQ Qty per color Article Fabric name Composition Useable Width Weight All colors
Savage,48,47,257207AA/12,,"68%PA, 32% Elastane",165-175 cm,160-170 cm,77-86 g/m2,"3,500Y.",550Y.,550,,All_colors,USD,3.95,,,Price : FOB Bangkok USD/Yard for TechStyle / Savage X Quoted by K.Sivy on 1st December 2023
Savage,52,47,257208AA/12,,"66%PA, 34% Elastane",145-155 cm.,140-150 cm.,120- 133 g/m2,"3,500Y.",550Y.,550,,All_colors,USD,3.85,,,Price : FOB Bangkok USD/Yard for TechStyle / Savage X Quoted by K.Sivy on 1st December 2023
Savage,61,59,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.73,,,10.12.2021
Savage,61,59,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.78,,,10.12.2021
Savage,61,59,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.35,,,10.12.2021
Savage,62,59,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.27,,,10.12.2021
Savage,62,59,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.32,,,10.12.2021
Savage,62,59,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,1.95,,,10.12.2021
Savage,63,59,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","2,001-5,000m.",2001,5000,All_colors,USD,1.95,,,10.12.2021
Savage,63,59,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","2,001-5,000m.",2001,5000,All_colors,USD,2.00,,,10.12.2021
Savage,63,59,255484,Invisible Tulle Bright,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","2,001-5,000m.",2001,5000,All_colors,USD,1.85,,,10.12.2021
Savage,67,65,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.83,,,10.12.2021
Savage,67,65,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.88,,,10.12.2021
Savage,67,65,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.45,,,10.12.2021
Savage,68,65,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.37,,,10.12.2021
Savage,68,65,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.42,,,10.12.2021
Savage,68,65,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.05,,,10.12.2021
Savage,69,65,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","2,001-4,999m.",2001,4999,All_colors,USD,2.05,,,10.12.2021
Savage,69,65,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","2,001-4,999m.",2001,4999,All_colors,USD,2.10,,,10.12.2021
Savage,69,65,255898AA11,Itri,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","2,001-4,999m.",2001,4999,All_colors,USD,1.95,,,10.12.2021
Savage,75,73,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,550Y.,,550,,All_colors,USD,4.45,,,FOB Bangkok/SEA
Savage,75,73,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,550Y.,,550,,All_colors,USD,4.05,,,FOB Bangkok/SEA
Savage,76,73,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,220 - 350Y.,,220,350,All_colors,USD,5.5625,,,FOB Bangkok/SEA
Savage,76,73,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,220 - 350Y.,,220,350,All_colors,USD,5.1025,,,FOB Bangkok/SEA
Savage,81,79,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,550Y.,,550,,All_colors,USD,5.25,,,CIF by sea Semarang
Savage,81,79,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,550Y.,,550,,All_colors,USD,4.8,,,CIF by sea Semarang
Savage,81,79,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,550Y.,,550,,All_colors,USD,5.60,,,CIF by sea Semarang
Savage,81,79,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,550Y.,,550,,All_colors,USD,5.12,,,CIF by sea Semarang
Savage,82,79,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,220 - 350Y.,,220,350,All_colors,USD,6.89,,,CIF by sea Semarang
Savage,82,79,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,220 - 350Y.,,220,350,All_colors,USD,6.30,,,CIF by sea Semarang
Savage,82,79,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,220 - 350Y.,,220,350,All_colors,USD,7.51,,,CIF by sea Semarang
Savage,82,79,257207BA/67,,"67%PA, 33% Elastane",170-180 cm,165-175 cm,75-85,220 - 350Y.,,220,350,All_colors,USD,6.87,,,CIF by sea Semarang
Savage,87,85,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,550Y.(500M),,550,,All_colors,USD,5.25,,,CIF by sea Semarang/ Valid 9.10.25
Savage,88,85,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,300Y(275M),,300,,All_colors,USD,6.90,,,CIF by sea Semarang/ Valid 9.10.25
Savage,96,94,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,550Y.(500M),,550,,All_colors,USD,5.25,,,CIF by sea Semarang/ Valid 31.12.2025
Savage,97,94,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,300Y(275M),,300,,All_colors,USD,6.90,,,CIF by sea Semarang/ Valid 31.12.2025
Savage,104,102,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,550Y.(500M),,550,,All_colors,USD,4.31,,,FOB Bangkok/SEA
Savage,104,102,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,550Y.(500M),,550,,All_colors,USD,3.95,,,FOB Bangkok/SEA
Savage,105,102,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,300Y(275M),,300,,All_colors,USD,5.1720,,,FOB Bangkok/SEA
Savage,105,102,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,300Y(275M),,300,,All_colors,USD,4.7420,,,FOB Bangkok/SEA
Savage,112,111,255484,,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.35,,,MOQ Qty per color Article Composition Useable Width Weight OLD PRICE NEW PRICE START 15May2026 UPDATE 26/5/2026 REVERT TO SAME PRICE
Savage,112,111,255484,,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.45,,,MOQ Qty per color Article Composition Useable Width Weight OLD PRICE NEW PRICE START 15May2026 UPDATE 26/5/2026 REVERT TO SAME PRICE
Savage,112,111,255484,,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.35,,,MOQ Qty per color Article Composition Useable Width Weight OLD PRICE NEW PRICE START 15May2026 UPDATE 26/5/2026 REVERT TO SAME PRICE
Savage,113,111,255484,,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,1.95,,,MOQ Qty per color Article Composition Useable Width Weight OLD PRICE NEW PRICE START 15May2026 UPDATE 26/5/2026 REVERT TO SAME PRICE
Savage,113,111,255484,,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.05,,,MOQ Qty per color Article Composition Useable Width Weight OLD PRICE NEW PRICE START 15May2026 UPDATE 26/5/2026 REVERT TO SAME PRICE
Savage,113,111,255484,,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,1.95,,,MOQ Qty per color Article Composition Useable Width Weight OLD PRICE NEW PRICE START 15May2026 UPDATE 26/5/2026 REVERT TO SAME PRICE
Savage,114,111,255484,,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","2,001-5,000m.",2001,5000,All_colors,USD,1.85,,,MOQ Qty per color Article Composition Useable Width Weight OLD PRICE NEW PRICE START 15May2026 UPDATE 26/5/2026 REVERT TO SAME PRICE
Savage,114,111,255484,,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","2,001-5,000m.",2001,5000,All_colors,USD,1.95,,,MOQ Qty per color Article Composition Useable Width Weight OLD PRICE NEW PRICE START 15May2026 UPDATE 26/5/2026 REVERT TO SAME PRICE
Savage,114,111,255484,,100%PA,,147 - 157 cm,13 – 18 g/m2,"3,000m.","2,001-5,000m.",2001,5000,All_colors,USD,1.85,,,MOQ Qty per color Article Composition Useable Width Weight OLD PRICE NEW PRICE START 15May2026 UPDATE 26/5/2026 REVERT TO SAME PRICE
Savage,119,117,255898AA11,,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.45,,,Valid 30.4.2025
Savage,119,117,255898AA11,,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.6,,,Valid 30.4.2025
Savage,119,117,255898AA11,,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.",200-600m.,200,600,All_colors,USD,2.6,,,Valid 30.4.2025
Savage,120,117,255898AA11,,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.05,,,Valid 30.4.2025
Savage,120,117,255898AA11,,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.2,,,Valid 30.4.2025
Savage,120,117,255898AA11,,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","601-2,000m.",601,2000,All_colors,USD,2.1,,,Valid 30.4.2025
Savage,121,117,255898AA11,,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","2,001-4,999m.",2001,4999,All_colors,USD,1.95,,,Valid 30.4.2025
Savage,121,117,255898AA11,,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","2,001-4,999m.",2001,4999,All_colors,USD,2.1,,,Valid 30.4.2025
Savage,121,117,255898AA11,,100% PA,,146 - 152 cm.,30 - 35 g/m2,"3,000m.","2,001-4,999m.",2001,4999,All_colors,USD,1.95,,,Valid 30.4.2025
Savage,126,124,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,500 M,,500,,All_colors,USD,4.31,,,FOB Bangkok/SEA
Savage,126,124,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,500 M,,500,,All_colors,USD,4.36,,,FOB Bangkok/SEA
Savage,126,124,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,500 M,,500,,All_colors,USD,4.36,,,FOB Bangkok/SEA
Savage,131,130,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,550 Y,,550,,All_colors,USD,3.95,,,MOQ MCQ Article Composition Useable Width Full width Weight(g/m2) FOB Bangkok/SEA NEW PRICE START 15May2026 NEW PRICE UPDATE 26/5/2026
Savage,131,130,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,550 Y,,550,,All_colors,USD,4,,,MOQ MCQ Article Composition Useable Width Full width Weight(g/m2) FOB Bangkok/SEA NEW PRICE START 15May2026 NEW PRICE UPDATE 26/5/2026
Savage,131,130,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,550 Y,,550,,All_colors,USD,4,,,MOQ MCQ Article Composition Useable Width Full width Weight(g/m2) FOB Bangkok/SEA NEW PRICE START 15May2026 NEW PRICE UPDATE 26/5/2026
Savage,132,130,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,300Y,,300,,All_colors,USD,4.74,,,MOQ MCQ Article Composition Useable Width Full width Weight(g/m2) FOB Bangkok/SEA NEW PRICE START 15May2026 NEW PRICE UPDATE 26/5/2026
Savage,132,130,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,300Y,,300,,All_colors,USD,4.79,,,MOQ MCQ Article Composition Useable Width Full width Weight(g/m2) FOB Bangkok/SEA NEW PRICE START 15May2026 NEW PRICE UPDATE 26/5/2026
Savage,132,130,257207BA/67,,"68%PA, 32% Elastane",170-180 cm,165-175 cm,75-85,300Y,,300,,All_colors,USD,4.79,,,MOQ MCQ Article Composition Useable Width Full width Weight(g/m2) FOB Bangkok/SEA NEW PRICE START 15May2026 NEW PRICE UPDATE 26/5/2026
Thai Wacoal,4,2,254824AB/14,ELASTIC TULLE PASCAL CFE TM EMB,"70% PA, 30% ELASTANE",147 - 152,142 - 147 cm.,50 - 55 g/m2,"3,000m.",200 - 499m.,200,499,All_colors,THB,160.00,,,PRICE LIST for Thai WACOAL
Thai Wacoal,5,2,254824AB/14,ELASTIC TULLE PASCAL CFE TM EMB,"70% PA, 30% ELASTANE",147 - 152,142 - 147 cm.,50 - 55 g/m2,"3,000m.",500 - 999m.,500,999,All_colors,THB,139.00,,,PRICE LIST for Thai WACOAL
